image_name,date,street,block,parcel,text_en,text_es,ad_product,ad_company,business_name,establishment_kind,open_space_kind,street_art,notes,notes2
street_views_000727,2017-06-01,"Slauson Ave, North",4700,,"cavanaugh printing company, available, god bless america, brochures, catalogs, die cutting and numbering",,,,cavanaugh printing company,printing company,parking lot,handpainted signs,,
street_views_000728,2017-06-01,"Slauson Ave, South",4700,,,iglesia dei nazareno,,,iglesia dei nazareno,church,parking lot,,,
street_views_000729,2017-06-01,"Slauson Ave, North",4700,,"beauty salon unisex, parking in rear, personal training, small group training, nutrition, weight loss, zo fitness, consuelos hair studio","tintes permanentes peinados para toda ocasion de pilado de cejas fades para hombre domingo cerrado, cortes de pelo para toda la familia",,,"consuelos hair studio, zo fitness","hair salon, barber shop, fitness studio",,handpainted signs,,
street_views_000730,2017-06-01,"Slauson Ave, South",4700,,,,,,,church,,,,
street_views_000731,2019-04-01,"Slauson Ave, South",4800,,,,,,,,park ,mural,park for school,
street_views_000732,2019-04-01,"Slauson Ave, North",4800,,,,,,,commercial,parking lot,,,
street_views_000733,2019-04-01,"Slauson Ave, North",4800,,,,,,,residential,,,,
street_views_000734,2019-04-01,"Slauson Ave, North",4800,,,,,,,residential,,,,
street_views_000735,2019-04-01,"Slauson Ave, North",4800,,"the shop, barber shop",,,,the shop barber shop,barber shop,parking lot,,,
street_views_000736,2019-04-01,"Slauson Ave, North",4800,,"paint wallcovers, equipment, ",,,,dunn edwards paints,home improvement,parking lot,,,
street_views_000737,2019-04-01,"Slauson Ave, South",4800,,"heliotrope avenue elementary, science technology engineering arts mathematics, lausd stem steam certified",,,,heliotrope avenue elementary school,school,,,,
street_views_000738,2019-04-01,"Slauson Ave, South",4900,,"rolos test only, smog check station",,,,rolos test only,automotive services,parking lot,handpainted signs,,
street_views_000739,2019-04-01,"Slauson Ave, North",4900,,"ana screen printing, t shirts, signs, plastics metals",,,,ana screen printing,screen printing,,,,
street_views_000740,2019-04-01,"Slauson Ave, South",4900,,"boyce industries, pressure washer, repairs, cleaners, uas construction, fire reconstruction, general remodeling, insurance claims, state license, steamers",,,,"boyce industries, uas construction","construction company, pressure water service",,handpainted signs,,
street_views_000741,2019-04-01,"Slauson Ave, North",4900,,"cook induction heating co, heat treating brazing soldering",,,,cook induction heat co,metal heating company,,,,
street_views_000742,2019-04-01,"Slauson Ave, South",4900,,"norms alignment, tires, balance, brakes, clutch, fuel injection service, trans service, general mechanic, gish complete auto repair, star certified, tune up computer control, fuel injection, carburator, transmission, engine, auto electric, clutch, smog check station, we say yes",,,,"gish complete auto repair, norms alignment",automotive services,parking lot,handpainted signs,,
street_views_000743,2019-04-01,"Slauson Ave, South",4900,,"neat auto detail and supply, 100 percent hand car wash, fish tacos, lobster tacos, sushi, ceviche, sushi rolls, ",,,,neat auto detail and supply,car wash,parking lot,,,
street_views_000744,2019-04-01,"Slauson Ave, North",4900,,"l and w, metro",,,,,commercial,,,,
street_views_000745,2019-04-01,"Slauson Ave, North",4900,,"perez body shop, e slauson, maywood family medical center",,,,"maywood family medical center, perez body shop","automotive services, medical center",,,,
street_views_000746,2019-04-01,"Slauson Ave, North",4900,,maywood family medical center,,,,maywood family medical center ,medical center,,,,
street_views_000747,2019-04-01,"Slauson Ave, North",5000,,"old master hardwood flooring and moulding, home of the garrison collection",,,,old master hardwood flooring and moulding ,home improvement,,,,
street_views_000748,2019-04-01,"Crenshaw Blvd, East",2600,5757,"mobil, mobil service, ",,,,mobil,gas station,parking lot,,,
street_views_000749,2019-04-01,"Crenshaw Blvd, West",2600,5756,"producer of night school, little april 12, she woke up like this, thrifty food store, unleaded, unleaded plus, ",,little movie,,thrifty food store,gas station,parking lot,,,
street_views_000750,2019-04-01,"Crenshaw Blvd, East",2600,5751,"premier label water company, moreno bhlv, benjamin moore, paintcraft supply and hardware, paintcraft hardware, ace hardware",,,,"ace hardware, premier label water company","hardware store,  printing company",,handpainted signs,,
street_views_000751,2019-04-01,"Crenshaw Blvd, West",2600,5750,"phillips barbque take out, ribs, rib tips, links, beef, beef ribs, chicken, closed, ",,,,phillips barbque take out,restaurant,parking lot,,,
street_views_000752,2019-04-01,"Cresnshaw Blvd, East",2600,5751,"chef marilyns, living room cocktails",,,,"chef marilyns, living room cocktails ","restaurant, bar",,,,
street_views_000753,2019-04-01,"Crenshaw Blvd, West",2600,5750,"smart pawn, ",,,,smart pawn,pawn shop,,,,
street_views_000754,2019-04-01,"Crenshaw Blvd, East",2600,5751,"bottle bar mini mart liquor, income tax, accurate friendly guarentee, fast refund",,,,"bottle bar mini mart liquor, income tax","financial services, liquor store",parking lot,,,
street_views_000755,2019-04-01,"Crenshaw Blvd, West",2600,5750,"crenshaw villas, detour ahead",,,,crenshaw villas,residential,,,,
street_views_000756,2019-04-01,"Crenshaw Blvd, East",2800,4600,taco bell,,,,taco bell,fast food,parking lot,,,
street_views_000757,2019-04-01,"Crenshaw Blvd, West",2800,6523,"el pollo loco drive thru, 777 cleaners, subway, prime nails, tobacco variety, notary public, accurate income tax, barber shop, dance studio",salsabor,,,"el pollo loco, subway, 777 cleaners, prime nails, tobacco variety, notary public, accurate income tax, salsabor dance studio","dry cleaning, fast food, nail salon, tobacco shop, legal services, financial services, barber shop, dance studio, ",parking lot,,,
street_views_000758,2019-04-01,"Crenshaw Blvd, East",2800,4600,mcdonalds,,,,mcdonalds,fast food,parking lot,,,
street_views_000759,2019-04-01,"Crenshaw Blvd, West",2800,6523,"complete eye care center 1 hour service, eyeglasses discount price, family owned and operate since 1982, eyeglasses for less, sale ask us about our daily deal, optometrist",,,,complete eye care center,eye doctor,parking lot,,,
street_views_000760,2019-04-01,"Crenshaw Blvd, East",2800,4600,"yoshinoya japenese kitchen now open, h and r block, ace cash express",,,,"yoshinoya japenese kitchen, ace cash express h and r block","financial services, fast food, ",parking lot,,,
street_views_000761,,,,,,,,,,,,,,
street_views_000762,2019-04-01,"Crenshaw Blvd, West",2800,6523,"speedy cash cash loans, deliver a warm meal get that warm feeling inside, beauty supply, launderland coin laundry, little caesars, printing notary, ocean baskets, golden bird, nails, tobacco, 98 cent u save discount store, smoke mini mart, hair and wigs",,meals on wheels,,"speedy cash loans, little caesars, 98 cent discount store, launderland coin laundry, ocean baskets, mirage nails,","beauty supply, smoke shop, pizza shop, restaurant, laundromat, legal services, financial services, nail salon, discount store",parking lot,,,
street_views_000763,2019-04-01,"Crenshaw Blvd, East",2900,6522,"get over your selfie send it later, aadap",,stoptextsstiowrecks.org,,asian american drug abuse program,rehabilitation,parking lot,,,
street_views_000764,2019-04-01,"Crenshaw Blvd, West",2900,6521,"bank of america, credit repair",,,,bank of america,bank,parking lot,,,
street_views_000765,2019-04-01,"Crenshaw Blvd, East",2900,6522,,,,,,,parking lot,,,
street_views_000766,2019-04-01,"Crenshaw Blvd, West",2900,6521,"smart and final, the smaller faster warehouse store",,,,smart and final,warehouse store,parking lot,,,
street_views_000767,2019-04-01,"Crenshaw Blvd, East",2900,6522,,,,,,,parking lot,,,
street_views_000768,2019-04-01,"Crenshaw Blvd, West",2900,6521,"atm, king donut hong kong",,,,king donut hong kong,"donut shop, convenience store ",parking lot,,,
street_views_000769,2019-04-01,"Crenshaw Blvd, East",3000,6520,"west angeles youth center, west angeles christian academy, west angeles performing arts thatre, ivory st james theatrics presents 99 and a hald just wont do                                       ","de papa a papasito en 39 mpg, facil, las ruedas del destino",toyota,,"west angeles youth center, west angeles christian academy, west angeles performing arts theatre","performing arts center, recreational center, school",parking lot,,,
street_views_000770,2019-04-01,"Crenshaw Blvd, West",3000,6519,"crenshaw professional dental center, western dental and orthodontics, bishop charles e blake sr pastor, welcome home to west angeles, the spiritual table is set every sunday at 8am, 11am, and 7pm, call for more info",,bishop charles e blake,,crenshaw professional dental center,dentist,parking lot,,,
street_views_000771,2019-04-01,"Crenshaw Blvd, East",3000,6520,"burger king, home of the whopper",,,,burger king,fast food,parking lot,,,
street_views_000772,2019-04-01,"Crenshaw Blvd, West",3000,6519,"west angeles christian book store, bibles, books, greetings, cards, gifts, west angeles counseling center, bishop charles e blake sr presents legacy, word network, impact every saturday night, every thursday night 6pm pacific time, ",,bishop charles e blake sr,,"west angeles christian bookstore, west angeles counseling center","christian bookstore, counseling center",,,,
street_views_000773,2019-04-01,"Crenshaw Blvd, East",3000,56182,"99 cent only, union bank",,,,"99 cent only, union bank","bank, discount store",,,,
street_views_000774,2019-04-01,"Crenshaw Blvd, West",3300,56181,"chevron, metro, lil skies out now",,lil skies,,chevron,gas station,parking lot,,,
street_views_000775,2019-04-01,"Crenshaw Blvd, East",3400,6518,arco,,,,arco,gas station,parking lot,,,
street_views_000776,2019-04-01,"Crenshaw Blvd, West",3400,6517,"metropcs authorized dealer, unlimited local and long distance, fish market, ",,,,"metro pcs, fish market, ","cellular service, fish market",parking lot,street art,,
street_views_000777,,,,,,,,,,,,,,
street_views_000778,,,,,,,,,,,,,,
street_views_000779,2019-04-01,"Crenshaw Blvd, West",3400,6517,,,,,,residential,,,,
street_views_000780,2019-04-01,"Crenshaw Blvd, East",3500,6518,"tire shop we fix, metro station parking",,,,tire shop,automotive services,"parking structure, parking lot",handpainted signs,,
street_views_000781,2019-03-01,"crenshaw Blvd, West",3500,6517,"fatty boys car stereo, window tint, castillo tires, diamond, car stereo and tint, pico transmission, smog check, engine rebuilt specialized we fix evap, check engine, electric, computer, ac, fuel inection, transmission specialized, brake, catalytics, window job, muffler, el rancho market, liquidation sale, meat produce, ",carniceria ,,,"el rancho market, pico transmission, castillo tires, fatty boys car stereo, ",automotive services,parking lot,handpainted signs,,
street_views_000782,2019-03-01,"Crenshaw Blvd, East",3600,9007,,,,,,church,,,,
street_views_000783,2019-03-01,"Crenshaw Blvd, West",3600,6516,"clean king, free dry, masjid abu bakr as siddiq",,,,"masjid abu bakr as siddiq, clean king","laundromat, masjid",parking lot,,,
street_views_000784,2019-03-01,"Crenshaw Blvd, West",3600,6516,"sportsman family billards, ",,,,sportsman family billard,pool hall,,,,
street_views_000785,2019-03-01,"Crenshaw Blvd, West",3600,6516,"dominos, benevolence health centers medical and dental, expo smoke sho market, a kut above barber shop, belmart wireless, drinks snacks wireless accessories, buy pre paid here, cas nails, manicure gel, auto home life commercial nationwide, crenshaw pharmacy, gotzona dry cleaners, tuxedo rental bridal sale, alteration",,,,"dominos, benevolence health centers medical and dental, expo smoke sho market, a kut above barber shop, belmart wireless, cas nails, nationwide","pizza shop, medical center, dentist, insurance, nail salon, barber shop, electronics store, smoke shop, dry cleaners, pharmacy",parking lot,,,
street_views_000786,2019-03-01,"Crenshaw Blvd, East",3600,9007,"west angeles co workers day, we invited you to join us for a time of worship fellowship impartation and fun receive a powerful and inspiring word from our pastor",,,,west angeles cathedral,church,,,,
street_views_000787,2019-03-01,"Crenshaw Blvd, West",3600,5678,city of los angeles probation department,,,,probation department,government service,,,,
street_views_000788,2019-03-01,"Crenshaw Blvd, East",3600,5677,,,,,,,,,construction,
street_views_000789,2019-03-01,"Crenshaw Blvd, West",3600,5678,"car wash, food mart, regular, plus, v power, shell",,,,shell,gas station,parking lot,,,
street_views_000790,2019-03-01,"Crenshaw Blvd, East",3600,5677,comet cleaners now open,,,,comet cleanres,dry cleaning,,,construction,
street_views_000791,2019-03-01,"Crenshaw Blvd, West",3600,7495,"crenshaw discount store, free parking in rear, beauty supplies health and beauty, stationary gifts electronics, hardware plastics, houseware sodas ice cream food candy toys, dental playground, comet cleaners, free braces consultation",,,,"dental playground, comet cleaners, crenshaw discount store","dentist, dry cleaning, discount store",,grafitti,construction,
street_views_000792,2019-03-01,"Crenshaw Blvd, West",3600,7495,"atlas medical, free parking in rear, mothers nutritional center, wic",,,,"atlas medical, mothers nutrional center, wic","medical center, grocery store, government service",,,construction,
street_views_000793,2019-03-01,"Crenshaw Blvd, West",3600,7495,"ebony wigs and beauty supply, 100 percent human hair, lace front wigs, pure indian hair, remy closure, lace frontal, clip on hair, fusion hair, indi remi, virgin hair, orange vanilla cocacola, mmmmmm",,coca cola,,ebony wigs and beauty supply,beauty supply,,,construction,
street_views_000794,2019-03-01,"Crenshaw Blvd, West",3600,7495,law office of kendall and associates,,,,law office of kendall and associates,law office,,grafitti,construction,
street_views_000795,2019-03-01,"Crenshaw Blvd, West",3600,7495,"one united bank, drive up atm, were open during construction",,,,one united bank,bank,,,,
street_views_000796,2019-03-01,"Crenshaw Blvd, West",3600,7495,home of the bank black movement come inside and experience black excellence,,one united bank,,,,,,,
street_views_000797,,,,,,,,,,,,,,
street_views_000798,2019-03-01,"Crenshaw Blvd, East",3700,7494,walgreens,,,,walgreens,pharmacy,parking lot,,,
street_views_000799,2019-03-01,"Crenshaw Blvd, West",3700,1928,"pepboys auto, cvs pharmacy",,,,pepboys auto,automotive service,parking lot,,,
street_views_000800,2019-03-01,"Crenshaw Blvd, East",3700,7494,"big 5 sporting goods, goodwill, verizon, ",,,,"big 5 sporting goods, goodwill, verizon","cellular service, donation center,  sporting goods store",parking lot,,,
street_views_000801,2019-03-01,"Crenshaw Blvd, West",3700,1928,"rent a center, the gas company, city national bank, auto center, insurance travel automotive,",,,,"rent a center, the gas company, city national bank, auto center,","insurance, bank, gas company",parking lot,,,
street_views_000802,2019-03-01,"Crenshaw Blvd, West",3700,1928,,,,,cvs pharmacy,"pharmacy,",parking lot,,,
street_views_000803,2019-03-01,"Crenshaw Blvd, East",3700,7193,"public storage, ",,,,public storage,storage,parking lot,,,
street_views_000804,2019-03-01,"Crenshaw Blvd, West",3700,7192,lula washington dance theatre,,,,lula washington dance theatre,dance studio,,,,
street_views_000805,2019-03-01,"Crenshaw Blvd, East",3700,7193,"register to vote here, los angeles sentinel",,,,los angeles sentinel,newspaper,,,,
street_views_000806,2019-03-01,"Crenshaw Blvd, East",3700,7191,"california bank and trust, kiddie city indoor playground and education center, copy city, copy fax print, tags mart, hairbeat, makeup, lashes, brows, ",,,,"california bank and trust, kiddie city indoor playground and education center, copy city, tags mart, hair beat","beauty supply, bank, education center, printing store",,,,
street_views_000807,2019-03-01,"Crenshaw Blvd, West",3700,7192,t mobile,,,,tmobile,"cellular service,",parking lot,,,
street_views_000808,2019-03-01,"Crenshaw Blvd, West",3700,7192,"wienerschnitzel, sallys beauty supply, cleaner, jackson hewitt, comerica bank",,,,"wienerschnitzel, sallys beauty supply, cleaner, jackson hewitt, comerica bank","fast food, beauty supply, dry cleaning, financial services, bank",parking lot,,,
street_views_000809,2019-03-01,"Crenshaw Blvd, East",3800,7191,"for lease, state farm glenda greene, social security,",,,,"state farm, social security","insurance, government service",parking lot,,,
street_views_000810,2019-03-01,"Crenshaw Blvd, West",3800,7190,diane e watson career training center division of adult and career education,,,,diane e watson career trainng center,government service,,,,
street_views_000811,2019-03-01,"Crenshaw Blvd, East",3800,7191,earles vegan chicken fish turkey beef,,,,earles,deli,,,,
street_views_000812,2019-03-01,"Crenshaw Blvd, West",3800,7190,compubase printing and copies,,,,compubase printing and copies,printing company,parking lot,,,
street_views_000813,2019-03-01,"Crenshaw Blvd, East",3800,7189,"deitz and watson, po boys orleans and york heroes, a true american delicatessen, turkey sandwich grilled shrimp, more locations",,,,orleans and york,deli,,,,
street_views_000814,2019-03-01,"Crenshaw Blvd, West",3800,7190,angelus funeral home,,,,angelus fineral home,funeral home,,,,
street_views_000815,2019-03-01,"Crenshaw Blvd, East",3800,7189,"patio shops, zam zam perfume wholesale retail body oil and incense, lisas nails, avon products to buy or sell, full set, fill, silk wrap, manicure, pedicure, waxing",,,,"zam zam perfume, lisas nails","perfume shop, nail salon",,,,
street_views_000816,2019-03-01,"Crenshaw Blvd, East",3800,7189,"crenshaw live bar and grill, sushi",,,,crenshaw live bar and grill,"bar, restaurant",,,,
street_views_000817,2019-03-01,"Crenshaw Blvd, West",200,11763,"albertsons, advertise here",,,,albertsons,grocery ,,,,
street_views_000818,2019-03-01,"Crenshaw Blvd, East",200,7188,,,,,,residential,,,,
street_views_000819,2019-03-01,"Crenshaw Blvd, West",3900,11763,"bank of america, buffalo wild wings, chipotle, yogurtland, subway",,,,"bank of america, buffalo wild wings, chipotle, yogurtland, subway","bank, restaurant, fast food, frozen yogurt",parking lot,,,
street_views_000820,2019-03-01,"Crenshaw Blvd, East",3900,7188,,,,,,residential,,,,
street_views_000821,,,,,,,,,,,,,,
street_views_000822,2019-03-01,"Crenshaw Blvd, East",3900,8171,,,,,,residential,,,,
street_views_000823,2019-03-01,"Crenshaw Blvd, East",3900,8171,department of water and power city of los angeles,,,,department of water and power city of los angeles,government service,parking lot,,,
street_views_000824,2019-03-01,"Crenshaw Blvd, West",3900,11763,macys,,,,macys,department store,,,,
street_views_000825,2019-03-01,"Crenshaw Blvd, West",3900,11763,baldwin hills crenshaw ,,,,,,,,,
street_views_000826,2019-03-01,"Crenshaw Blvd, East",3900,8171,krispy kreme,,,,krispy kreme,donut shop,parking lot,,,
street_views_000827,2019-03-01,"Crenshaw Blvd, East",4000,6514,"louisiana famous fried chicken, atm machine, 4 wings, winner winner nooks and crannies dinner,",,thomas breads,,louisiana famous fried chicken,fast food,parking lot,,,
street_views_000828,2019-03-01,"Crenshaw Blvd, East",4000,6513,"rasta smoke shop and mini mart, gateway tax service, fast reliable accurate, ups access point, iphone repair, lycamobile, available,",,,,"rasta smoke shop and mini mart, gateway tax service","smoke shop, financial services",,,,
street_views_000829,2019-03-01,"Crenshaw Blvd, East",4000,6513,"lili sales and styling wigs, professional styling, parking in rear, access in rear, barbers and beauty suites for rent, caribbean food market and smoke shop",,,,"lili sales and styling wigs, caribbean food market and smoke shop","smoke shop, convenience store, beauty supply",,,,
street_views_000830,2019-03-01,"Crenshaw Blvd, East",4100,6513,"loves furniture, jesus your only way to god, parking in rear",,jesus your only way to god,,loves furniture,furniture store,,,,
street_views_000831,2019-03-01,"Crenshaw Blvd, East",4100,6513,"ndame custom made african fashion, men women and children, rasto hats, banners, jewlery, arts, body off and incense, parisian hairs and wigs weaving by appointment, parking in rear",,,,"ndame custom made african fashion, parisian hairs and wigs","beauty supply, clothing store",,,,
street_views_000832,2019-03-01,"Crenshaw Blvd, East",4100,6513,"jtla bail bonds, 24/7,  babagar african braids ",,,,"jtla bail bonds, babagar african braids","braiding salon, bail bonds",,,,
street_views_000833,2019-03-01,"Crenshaw Blvd, East",4100,6513,"dentistry, santa clara dental, family dentistry regular  cleaning xrays exams for only 25",,,,santa clara dental,dentist,open lot,,,
street_views_000834,2019-03-01,"Crenshaw Blvd, East",4100,6513,"cleaners, market, boost mobile,beauty supply, nails, new china mongolian bbq,  ",,,,"cleaners, market, boost mobile,beauty supply, nails, new china mongolian bbq,","dry cleaning, convenience store, beauty supply, nails salon, restaurant",parking lot,,,
street_views_000835,2019-03-01,"Crenshaw Blvd, West",4100,18165,"one united bank, we moved",,,,,commerical,parking lot,,,
street_views_000836,2019-03-01,"Crenshaw Blvd, East",4200,6512,,,,,,open lot,,,previous bank,
street_views_000837,2019-03-01,"Crenshaw Blvd, West ",4200,6511,"the liquor bank, for lease",,,,the liquor shop,liquor store,,,previous liquor store,
street_views_000838,2019-03-01,"Crenshaw Blvd, East",4200,6512,"jack in the box, ",,,,jack in the box,fast food,parking lot,,,
street_views_000839,2019-03-01,"Crenshaw Blvd, West",4200,6511,"where its at, mavericks flat, the penthouse, botach mangement and mavericks flat proud sponsors of kingdom day parade, ",,,,mavericks flat,night club,,,,
street_views_000840,2019-03-01,"Crenshaw Blvd, East",4200,6512,"unlimited taxi washes, happy hour, free, carwash, welcome",,,,crenshaw carwash,car wash,parking lot,,,
street_views_000841,2019-03-01,"Crenshaw Blvd, West",4200,6511,"jamaican and african foods right choice caribbean market, charles white a retrospective, did it first, natural herb spices spiritual oils and candles, atm inside",,did it first,,right choice caribbean market,market,parking lot,,,
street_views_000842,2019-03-01,"Crenshaw Blvd, East",4200,6511,"melissa catering, fresh squeezed juice burritos taco burgers salads and more, catering services all occasions social events great food makes a great party",,,,melissa catering,"restaurant, catering",,,,
street_views_000843,2019-03-01,"Crenshaw Blvd, West",4200,6511,"la cannabis co established 2007, commercial assist group for lease, a clinic for us, st johns well child and family center crenshaw health center for appointments, medical center allied health solutions medical group your medical home, for lease",,,,st johns well child and family center,medical center,parking lot,,,
street_views_000844,2019-03-01,"Crenshaw Blvd, East",4200,6512,sals premium auto collision entrance customer satisfaction is our number one priority honesty integrity craftmanship collision repair specialist all makes and models state of the art collision center velocity laser measurement system icar certified staff car rental and shuttle service full detail service we honor all insurance carriers fax,,,,sals premium auto collision,automotive services,parking lot,,,
street_views_000845,2019-03-01,"Crenshaw Blvd, West",4200,6511,"who does your braids and fades hair and barber shop, smoke shop atm here, herbarium the best fucking dispensary in los angeles, community first tax solutions income tax come in for more details parking in the rear, magnificent brothers  barber shop, injured",,"herbium, community first tax solutions, the barnes firm",,"who does your braids and fades, community first tax solutions, magnificent brothers","barber shop, hair salon, financial services",parking lot,,,
street_views_000846,2019-03-01,"Crenshaw Blvd, East",4200,6510,,,,,,commercial ,parking lot,,,
street_views_000847,2019-03-01,"Crenshaw Blvd, West",4200,6511,"nicholas dance studio world class first place dancers in motion, housing the homeless house of hope for i was hungry and ye gave me meat i was thirsty and ye gave me drink i was stranger and ye took me in for lease, nenas cindy lu master barber, kings of ut praise the lord",,,,"nicholas dance studio, house of hope housing the homeless, nenas cindy lu master barber","dance studio, social services, barber shop",,handpainted signs,,
street_views_000848,2019-03-01,"Crenshaw Blvd, East",4200,6510,mcdonalds,,,,mcdonalds,fast food,parking lot,,,
street_views_000849,2019-03-01,"Crenshaw Blvd, West",4200,6511,"get an hiv test in the meantime men, seven eleven cricket, ",,inthemeantime.org,,seven eleven,convenience store,parking lot,,,
street_views_000850,2019-03-01,"Crenshaw Blvd, East",4300,6500,"budget auto insurance, ingenious now leasing residential commerical industrial office, medical center medical clinic",,,,medical center,"medical center, clinic, insurance",,,,
street_views_000851,2019-03-01,"Crenshaw Blvd, West",4300,6499,"were open during construction view park automotive service and maintenence, lotus on the nile banana tree school uniforms, ",,,,"lotus on the nile, view park automotive service and maintenence","automotive services, wellness center",,handpainted signs,,
street_views_000852,2019-03-01,"Crenshaw Blvd, East",4300,6500,"the new millenium sports barber shop atm, new millenium barber shop and hair salon",,,,the new millenium sports barber shop,"barber shop, hair salon ",,,,
street_views_000853,2019-03-01,"Crenshaw Blvd, West",4300,6499,"your results your way, dogs a science tail",,24 hour fitness,,,commercial ,,,,
street_views_000854,2019-03-01,"Crenshaw Blvd, East",4300,6500,"business are open during construction, the shop hair lounge, amys beauty supply and wig, HD sports wear fitted hats phone accesories skate shop smoke shop iphone repair ultra mobile, m3j beauty bar bundle, for lease, taco mell home of the three meat burrito",,,,"the shop hair lounge, amys beauty supply and wig, hd sports wear, m3j beauty bar bundle, taco mell","fast food, beauty supply, convenience store, beauty salon",,street art,,
street_views_000855,2019-03-01,"Crenshaw Blvd, West",4300,6499,"iconic icon, for lease, colemans pest control inc general pest and termite service termites ants silverfish roaches bees fleas bed bugs moths spiders, posh plated beauty braid studio, rosstein los angeles, parking in rear poise madame kofos boutique custom made african blacktie and accesories african high fashion park in rear",se habla espanol,icon condoms,,"colemans pest control inc, rosstein, poise madame kofos boutique","clothing store, pest control, hair salon",,,,
street_views_000856,2019-03-01,"Crenshaw Blvd, West",4300,6499,"creative lounge the metaphor club write create relax a creative membership lounge high speed internet gourmet coffee and tea intellectual conversations black owned all welcome, dental space meta flow, law offices of lonnie j brandon a true la lawyer a name you can trust since 1966 uber lyft serious personal injury criminal defense call litigation nation, ",se habla espanol,law offices of lonnie j brandon,,the metaphor club,creative space,,,,
street_views_000857,2019-03-01,"Crenshaw Blvd, East",4300,6500,"harriet the tunnel boring machine burp i chewed up the earth for this new line, ",,,,,,,,construction,
street_views_000858,2019-03-01,"Crenshaw Blvd, West",4300,6499,"420 equals no tax, african family fashions custom made clothing, fresh prints la your one stop print stop custom tshirts design and prints custom tshirts banners business cards flyers obituaries programs graphic design brand development, yacine brand solutions and barber shop grand opening, church of the anionting sunday morning service thursday bible services worldwide, smoke shop glass pipes scales water bongs five dollar tshirts party bus rentals ten dollar hats, crenshaw ink tattoos piercings, we buy gold smoke shop and accessories glass pipes scales water bongs five dollar tshirts party bus rentals ten dollar hats",,420 no tax,,"african family fashions, fresh prints LA, yacines braid solutions and barber shop, church of the anonting, crenshaw ink tattoos, smoke shop","hair salon, barber shop, clothing store, smoke shop, tattoo shop",,"street art, mural",,
street_views_000859,2019-03-01,"Crenshaw Blvd, West",4300,6499,"humble leimert park crenshaw for the people carbon honor, deafhaven, hands off venezuela, architecture and design, germ has a death wish grey five nine ",,"deafhaven, grey five nine",,,,,mural,,
street_views_000860,2019-03-01,"Crenshaw Blvd, West",4300,6495,"delicious southern cuisine catering available breakfast lunch dinner desserts soul food salads po boys, metropcs authorized dealers 4 lines 100 dollars period no more data caps bluetooth speakers memory cards payment center, tax ease plus income tax and accounting services notary legal business, gentle sisters home care certified nurse assistant training gentle sisters bloom cna school, we deliver now open ocean fish and chicken",4 telefonos gratis de samsung,,,"ocean fish and chicken, delicious southern cuisine, metro pcs, bloom cna school, tax ease plus","restaurant, financial services, cellular service, adult education",,,,
street_views_000861,2019-03-01,"Crenshaw Blvd, East",4300,21441,,,,,,,,,construction,
street_views_000862,2019-03-01,"Crenshaw Blvd, East",4400,6493,el pollo loco,,,,el pollo loco,fast food,parking lot,,,
street_views_000863,2019-03-01,"Crenshaw Blvd, West",4400,6492,"chase, welcome to your future brotherhood crusade find out about our free services and resources just for you career exploration and paid internships hiset high school equivalency diploma tutoring learn study skills social justice competency college exploration workshops financial literacy life skills training workshops in shop readiness vocational training career path programs job placement and more we serve youth ages 16 through 24 years old set goals jobs knowledge is the key trace network skills program grow leaders, ",solo idolos,solo idolos,,"chase, brotherhood crusade","bank office, community center, ",parking lot,,,
street_views_000864,2019-03-01,"Crenshaw Blvd, East",4400,6493,"angeles vista pet medical center veterinarian vetinary medicine and surgery, call jacob injured you need results law offices of jacob emrani",,law offices of jacob emrani,,angeles vista pet medical center,veterinarian,,,,
street_views_000865,2019-03-01,"Crenshaw Blvd, West",4400,6490,"highly favored hair studio tuesday and wednesday specials installation with hair 250 press curl 40 box braids 100 installation only 125 two bundles and installation 350 custom made wigs oxygen treatments walk ins welcome, six dollars flavor plate pollo campero",,pollo campero,,highly favored hair studio,hair salon,parking lot,,,
street_views_000866,2019-03-01,"Crenshaw Blvd, West",4400,6490,"she puts the fun in funeral tyler perrys a madea family funeral, everything and more tobacco mart everyday specials we now accept ebt we provide tax services here copy scan and print ",,a madea family funeral,,everything and more tobacco mart,"convenience store, smoke shop",,,,
street_views_000867,2019-03-01,"Crenshaw Blvd, West",4400,6490,pawn shop open 7 days a week layaway plan buy sell loan musical instrument cash money to loan,casa de empeno,,,pawn shop,pawn shop,,,,
street_views_000868,2019-03-01,"Crenshaw Blvd, East",4400,6493,i feel incredible i lost 200 pounds the weight loss solution west medical weight loss centers most insurances accepted ,,west medical weight loss centers,,,,,,,
street_views_000869,2019-03-01,"Crenshaw Blvd, West",4400,6490,,,,,,,parking lot,,,
street_views_000870,2019-03-01,"Crenshaw Blvd, West",4600,6489,harrison ross mortuary flower shop ,,,,harrison ross mortuary,funeral services,,,,
street_views_000871,2019-03-01,"Crenshaw Blvd, East",4600,6491,,,,,,,,,,
street_views_000872,2019-03-01,"Crenshaw Blvd, West",4600,6489,artiga cleaning supplies mini store atm ebt ,,,,artiga cleaning supplies,cleaning supplies store,,,,
street_views_000873,2019-03-01,"Crenshaw Blvd, West",4600,6489,crenshaw carpet center southwest carpet co,,,,"southwest carpet co, crenshaw carpet center",carpet store,,,,
